"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"SUP_K11","RELAY-SUPPORT_FINDER_SERIE93","-2738.709mil","-5108.37mil","5975mil","1215.748mil","-2738.709mil","-5108.37mil","T","90.00","RELAY-SUPPORT_93.11"
"J2","MICRO-MATE-N-LOK_WURTH+TYCO_2X02_D","-25mil","1135.827mil","-25mil","1117.323mil","34.055mil","1058.268mil","T","360.00","MICRO-MATE-N-LOK_WURTH_2X02_D"
"J1","MICRO-MATE-N-LOK_WURTH+TYCO_2X02_D","-25mil","1925.591mil","-25mil","1944.095mil","-84.055mil","2003.15mil","T","180.00","MICRO-MATE-N-LOK_WURTH_2X02_D"
"C23","0603_ReflowSoldering_CAP","2983.902mil","2221.929mil","2983.902mil","2221.929mil","2983.902mil","2195.529mil","T","90.00","C_0603_NPO_5%_18P-50V"
"C22","0603_ReflowSoldering_CAP","2660mil","2660mil","2660mil","2660mil","2660mil","2633.6mil","T","90.00","C_0603_NPO_5%_18P-50V"
"Q1","QUARTZ_HC49_11.5X5_CMS","2833.902mil","2478.177mil","2833.902mil","2478.177mil","2833.902mil","2665.185mil","T","270.00","QUARTZ_HC49/4HSMX_20M"
"D24","SOT23_3L_ReflowSoldering","4150mil","1956.25mil","4150mil","1956.25mil","4111.614mil","1912.943mil","T","270.00","BAT54C"
"J29","BRESS_FFKDS/V2-5,08_P1.3","3712.795mil","-93.701mil","3575mil","-300mil","3712.795mil","-243.701mil","T","0.00","BRESS_CI_D_5.08_01_FFKDS/V2"
"J32","BRESS_FFKDS/V2-5,08_P1.3","3912.795mil","-93.701mil","3775mil","-300mil","3912.795mil","-243.701mil","T","0.00","BRESS_CI_D_5.08_01_FFKDS/V2"
"T4","SOT23_3L_ReflowSoldering","1425mil","1875mil","1425mil","1875mil","1463.386mil","1918.307mil","T","90.00","ZXMN3A01F"
"T16","SOT23_3L_ReflowSoldering","5493.75mil","1956.25mil","5493.75mil","1956.25mil","5532.136mil","1999.557mil","T","90.00","ZXMN3A01F"
"R92","0805_ReflowSoldering_RES","1024.75mil","2587.5mil","1024.75mil","2587.5mil","1060.75mil","2587.5mil","T","180.00","RES_0805_1%_100PPM_0R"
"C38","0805_ReflowSoldering_CAP","8700mil","2212.5mil","8700mil","2212.5mil","8664mil","2212.5mil","T","0.00","C_0805_X7R_10%_100N-50V"
"C39","0805_ReflowSoldering_CAP","8700mil","2131.25mil","8700mil","2131.25mil","8736mil","2131.25mil","T","180.00","C_0805_X5R_10%_10U-16V"
"C40","0603_ReflowSoldering_CAP","75mil","2675mil","75mil","2675mil","48.6mil","2675mil","T","360.00","C_0603_NPO_5%_220pF-50V"

